Date,Close,High,Low,Open,Volume
8/25/2015,1138.199951,1155.5,1134,1151.5,217
8/26/2015,1124.599976,1143,1119.599976,1139.199951,116
8/27/2015,1122.400024,1127.400024,1118.400024,1127.199951,564
8/28/2015,1133.099976,1139,1123.599976,1125.300049,279
8/31/2015,1131.599976,1134,1124.800049,1131.099976,194
9/1/2015,1138.699951,1144.699951,1133.5,1133.5,375
9/2/2015,1132.5,1140.400024,1130.800049,1137.300049,201
9/3/2015,1123.699951,1132.900024,1120.300049,1130.300049,122
9/4/2015,1120.599976,1125.199951,1116.199951,1123.400024,51
9/8/2015,1120.400024,1124.300049,1116.400024,1119.800049,138
9/9/2015,1102.199951,1123.5,1102.099976,1123.5,150
9/10/2015,1109.5,1113.5,1105.5,1107.300049,56
9/11/2015,1103.5,1111.699951,1098.199951,1110.800049,81
9/14/2015,1107.699951,1108.599976,1104.099976,1107.800049,19
9/15/2015,1102.800049,1104.5,1102.800049,1104.5,8
9/16/2015,1119.199951,1119.900024,1109.800049,1109.800049,31
9/17/2015,1117.300049,1130.5,1117.099976,1118.599976,14
9/18/2015,1138.099976,1141.199951,1127.800049,1128.300049,59
9/21/2015,1133.099976,1138.5,1130.800049,1137.599976,17
9/22/2015,1125,1135,1122.5,1132.599976,43
9/23/2015,1131.599976,1132.199951,1128.300049,1128.599976,33
9/24/2015,1153.800049,1155.900024,1133,1133,37
9/25/2015,1146,1149.800049,1143.400024,1149.800049,56
9/28/2015,1132,1133.199951,1132,1133.199951,4346
9/29/2015,1127.099976,1134.400024,1124.300049,1132.199951,2417
9/30/2015,1115.5,1126,1112.099976,1124.300049,865
10/1/2015,1114.199951,1119,1113.300049,1115.199951,1181
10/2/2015,1137.099976,1141.199951,1105.800049,1112.199951,323
10/5/2015,1138.099976,1141.699951,1132.5,1137.099976,226
10/6/2015,1146.800049,1150,1136.300049,1136.300049,145
10/7/2015,1149,1152.900024,1143,1147.599976,104
10/8/2015,1144.699951,1146.699951,1138.699951,1142.699951,138
10/9/2015,1156.300049,1157.199951,1151.599976,1151.599976,22
10/12/2015,1164.900024,1166.800049,1155.900024,1155.900024,40
10/13/2015,1165.800049,1166.199951,1154.900024,1163.5,132
10/14/2015,1180.099976,1189,1167.300049,1172.400024,143
10/15/2015,1187.900024,1188.300049,1177.800049,1184.199951,143
10/16/2015,1183.599976,1184.099976,1176.199951,1182.5,243
10/19/2015,1173.300049,1177.800049,1169.300049,1176.5,62
10/20/2015,1178,1179.099976,1168.699951,1168.699951,19
10/21/2015,1167.599976,1176.400024,1164.900024,1175.900024,41
10/22/2015,1166.599976,1168.599976,1163.5,1166.199951,48
10/23/2015,1163.300049,1178.699951,1163.300049,1166.199951,38
10/26/2015,1167,1170,1163.800049,1165.099976,176
10/27/2015,1166.800049,1166.800049,1162,1164.5,302
10/28/2015,1177.099976,1182.699951,1175.099976,1175.099976,217
10/29/2015,1147.199951,1162,1144.900024,1158,329
10/30/2015,1141.5,1147.599976,1139.199951,1147.5,249
11/2/2015,1135.800049,1138.699951,1132.599976,1137.900024,180
11/3/2015,1114.199951,1134.699951,1114.199951,1133.300049,185
11/4/2015,1106.5,1121.900024,1106.5,1119,141
11/5/2015,1104.400024,1110.699951,1104.400024,1107.900024,84
11/6/2015,1087.599976,1109.5,1084.800049,1105.199951,78
11/9/2015,1087.900024,1088.599976,1087.900024,1088.599976,5
11/10/2015,1088.199951,1091.300049,1085,1090.099976,18
11/11/2015,1084.699951,1091.400024,1084.199951,1091.400024,15
11/12/2015,1080.800049,1086.599976,1080.800049,1086,4
11/13/2015,1080.800049,1085.900024,1080.800049,1083.099976,23
11/16/2015,1083.699951,1092.400024,1083.699951,1092,11
11/17/2015,1068.699951,1075.800049,1065.099976,1075.5,6
11/18/2015,1068.800049,1071.900024,1064,1064,5
11/19/2015,1078,1082.400024,1077.400024,1077.400024,10
11/20/2015,1076.400024,1082.900024,1076.400024,1082.900024,5
11/23/2015,1066.800049,1071.5,1066.800049,1070,57
11/24/2015,1074.300049,1079.400024,1073.199951,1073.199951,222
11/25/2015,1070.5,1072,1068.5,1070.199951,148662
11/27/2015,1056.199951,1074.199951,1051.099976,1070.699951,52133
11/30/2015,1065.800049,1068.400024,1052.099976,1056.5,4601
12/1/2015,1063.800049,1074.599976,1063.400024,1064.599976,3441
12/2/2015,1054.199951,1069.5,1049.599976,1068.699951,503
12/3/2015,1061.699951,1064.599976,1046.199951,1054.400024,1161
12/4/2015,1084.5,1088.800049,1058.699951,1063,889
12/7/2015,1076.400024,1086.5,1067.400024,1084.900024,656
12/8/2015,1076.300049,1078.400024,1069.599976,1071,306
12/9/2015,1077.599976,1086,1070.599976,1075.099976,386
12/10/2015,1073.099976,1076.300049,1071.699951,1073,226
12/11/2015,1076.900024,1079.400024,1064.400024,1067.800049,410
12/14/2015,1064.699951,1076.699951,1060,1074,509
12/15/2015,1062.900024,1066.199951,1061.800049,1064.599976,220
12/16/2015,1078,1078.699951,1064.300049,1064.800049,81
12/17/2015,1050.800049,1072.599976,1050.5,1072.599976,56
12/18/2015,1066.199951,1070.300049,1052.699951,1053.699951,253
12/21/2015,1081.900024,1081.900024,1070.199951,1070.199951,26
12/22/2015,1074.800049,1078.599976,1073.800049,1078.599976,106
12/23/2015,1069.400024,1074.800049,1069.400024,1074.5,202
12/24/2015,1077.199951,1077.800049,1073.5,1074.300049,24
12/28/2015,1070.5,1098.800049,1070.5,1077.900024,361
12/29/2015,1077.5,1079.699951,1077.5,1079.099976,252
12/30/2015,1060.099976,1070.199951,1059.699951,1068.599976,71
12/31/2015,1060.300049,1062,1058.5,1061.900024,10
1/4/2016,1075.099976,1082.5,1063.199951,1063.400024,143
1/5/2016,1078.400024,1081.5,1075.300049,1075.599976,82
1/6/2016,1091.900024,1093.699951,1081.599976,1081.599976,52
1/7/2016,1107.699951,1109.400024,1091.599976,1091.599976,122
1/8/2016,1097.800049,1111.099976,1093,1111.099976,98
1/11/2016,1096.5,1107.900024,1096.5,1105.699951,43
1/12/2016,1085.599976,1098.5,1084,1093.800049,87
1/13/2016,1087.5,1093.900024,1081.5,1081.5,50
1/14/2016,1073.900024,1091.5,1073.699951,1091.5,59
1/15/2016,1091.5,1095.800049,1081.800049,1085,44
1/19/2016,1089.900024,1094.400024,1084.900024,1089.800049,17
1/20/2016,1107.099976,1109.800049,1099.800049,1099.800049,30
1/21/2016,1099.099976,1103.599976,1094.099976,1103.599976,16
1/22/2016,1097.199951,1103.199951,1097.199951,1098,4
1/25/2016,1106.199951,1109.300049,1099.300049,1099.300049,8
1/26/2016,1121.699951,1121.699951,1114.300049,1115.099976,181
1/27/2016,1116.099976,1117.800049,1115.800049,1117.800049,168706
1/28/2016,1115.599976,1125.699951,1109.800049,1125.400024,52861
1/29/2016,1116.400024,1118.599976,1108.800049,1114.400024,6955
2/1/2016,1127.900024,1130,1115.300049,1116.699951,1682
2/2/2016,1127.300049,1131.400024,1123,1128.300049,1230
2/3/2016,1141.300049,1146,1125,1128.5,1630
2/4/2016,1157.599976,1157.599976,1141,1142.5,771
2/5/2016,1157.800049,1174.800049,1146,1155.599976,877
2/8/2016,1197.900024,1200.400024,1165,1173.5,931
2/9/2016,1198.699951,1199.199951,1186.699951,1188.699951,700
2/10/2016,1194.699951,1197.699951,1182.099976,1189.800049,671
2/11/2016,1247.900024,1260.800049,1204.599976,1205.599976,995
2/12/2016,1239.099976,1247.800049,1233.5,1247.800049,250
2/16/2016,1207.900024,1233.599976,1193.599976,1233.099976,422
2/17/2016,1211.099976,1212.900024,1196.5,1196.5,53
2/18/2016,1226.099976,1239.199951,1201.599976,1209.599976,315
2/19/2016,1230.400024,1232.800049,1221.800049,1230.800049,76
2/22/2016,1209.5,1226.099976,1203,1226.099976,280
2/23/2016,1222.300049,1226.099976,1207.400024,1207.400024,351
2/24/2016,1238.699951,1250.099976,1230,1230,111
2/25/2016,1238.199951,1241.5,1235,1239.400024,1349
2/26/2016,1219.800049,1239.099976,1212.199951,1232.400024,656
2/29/2016,1233.900024,1241,1218.599976,1218.599976,580
3/1/2016,1230.300049,1248.400024,1229,1240.5,477
3/2/2016,1241.099976,1242.599976,1226,1232.800049,267
3/3/2016,1257.400024,1267.900024,1238,1238.400024,123
3/4/2016,1269.900024,1279.900024,1250.900024,1263,268
3/7/2016,1263.199951,1272.300049,1259.699951,1259.800049,67
3/8/2016,1262.099976,1276.300049,1261,1268.699951,43
3/9/2016,1256.599976,1260,1244.800049,1254.5,79
3/10/2016,1272,1273,1237.5,1250,119
3/11/2016,1258.699951,1280.699951,1249.400024,1270,87
3/14/2016,1244.400024,1258,1234.5,1256,58
3/15/2016,1230.400024,1236,1228,1228.300049,37
3/16/2016,1229.300049,1263.800049,1228.900024,1229.5,45
3/17/2016,1264.5,1270.099976,1255.900024,1261.5,27
3/18/2016,1253.800049,1264.400024,1251.5,1257.099976,542
3/21/2016,1243.800049,1256.199951,1243.400024,1256.199951,1061
3/22/2016,1248.199951,1252.400024,1243.800049,1244,20
3/23/2016,1223.699951,1247.699951,1218.599976,1247.699951,28
3/24/2016,1221.400024,1221.400024,1214.199951,1214.199951,13
3/28/2016,1219.900024,1222.199951,1210,1211.5,33
3/29/2016,1235.599976,1235.599976,1217.699951,1217.800049,189732
3/30/2016,1226.900024,1245,1223.400024,1241.400024,48248
3/31/2016,1234.199951,1239.599976,1224.5,1225.599976,3377
4/1/2016,1222.199951,1235.199951,1209.199951,1232.300049,1602
4/4/2016,1218,1222.300049,1215,1221.699951,2038
4/5/2016,1228.400024,1236.699951,1215.400024,1215.400024,477
4/6/2016,1222.5,1230.400024,1217.599976,1230.400024,248
4/7/2016,1236.199951,1242.900024,1224.599976,1224.800049,375
4/8/2016,1242.5,1242.800049,1232,1241,409
4/11/2016,1256.699951,1258.699951,1241.5,1241.5,437
4/12/2016,1259.400024,1261.699951,1253.699951,1260,185
4/13/2016,1246.800049,1256.900024,1241.300049,1256.5,203
4/14/2016,1225,1243.699951,1224.5,1231.400024,264
4/15/2016,1233.099976,1235,1225.699951,1225.699951,97
4/18/2016,1233.599976,1241.099976,1232.199951,1238.699951,304
4/19/2016,1253,1256.199951,1228.800049,1231.599976,386
4/20/2016,1253.199951,1256.099976,1243,1256.099976,180
4/21/2016,1249,1270.599976,1247.599976,1247.699951,124
4/22/2016,1228.699951,1248.5,1228,1248.5,188
4/25/2016,1238.900024,1240.900024,1231.599976,1231.599976,442
4/26/2016,1242.199951,1244.199951,1233,1239.800049,97
4/27/2016,1249.199951,1249.5,1248.599976,1248.599976,547
4/28/2016,1265.5,1270.099976,1238.5,1245.900024,887
4/29/2016,1289.199951,1295.5,1267.199951,1267.300049,464
5/2/2016,1294.699951,1304.400024,1290.400024,1292.099976,192
5/3/2016,1290.699951,1301.5,1284.5,1292.699951,151
5/4/2016,1273.300049,1290,1273,1286.900024,109
5/5/2016,1271.400024,1286,1270.800049,1282.900024,330
5/6/2016,1292.900024,1295.599976,1276.900024,1278.599976,305
5/9/2016,1265.599976,1286.5,1262.300049,1286.5,341
5/10/2016,1263.900024,1267.400024,1258.699951,1265.099976,23
5/11/2016,1274.599976,1279.199951,1266.900024,1266.900024,50
5/12/2016,1270.300049,1281.199951,1264,1267,101
5/13/2016,1271.900024,1275.699951,1264.599976,1271.400024,66
5/16/2016,1273.400024,1287.800049,1272.800049,1272.800049,44
5/17/2016,1276.199951,1281.599976,1270.800049,1272.5,16
5/18/2016,1273.699951,1276.400024,1256.800049,1276.400024,17
5/19/2016,1254.199951,1255.5,1247.5,1248,69
5/20/2016,1252.400024,1256.599976,1252.400024,1256.599976,44
5/23/2016,1251.099976,1251.599976,1247.5,1251.599976,56
5/24/2016,1228.900024,1240,1228.199951,1240,20
5/25/2016,1223.5,1223.5,1218.599976,1219.300049,5
5/26/2016,1220.099976,1232.599976,1220.099976,1232.599976,199778
5/27/2016,1213.800049,1223.199951,1206.400024,1220.300049,63739
5/31/2016,1214.800049,1217.599976,1199,1212.5,6432
6/1/2016,1211.900024,1219.800049,1205.400024,1215.699951,2717
6/2/2016,1209.800049,1217,1209.599976,1212.400024,1627
6/3/2016,1240.099976,1244.5,1206.400024,1209.099976,1622
6/6/2016,1244.599976,1247.300049,1240,1244.400024,1135
6/7/2016,1244.400024,1244.900024,1236.5,1244,281
6/8/2016,1259.800049,1264,1247.300049,1247.599976,406
6/9/2016,1270.199951,1271.400024,1258.099976,1262.5,381
6/10/2016,1273.400024,1278,1265.300049,1267.599976,397
6/13/2016,1284.400024,1287.300049,1273,1276.199951,328
6/14/2016,1285.599976,1289.699951,1277.800049,1281.800049,554
6/15/2016,1285.800049,1296.199951,1278.800049,1284.599976,162
6/16/2016,1296.099976,1316.400024,1281.099976,1296.300049,251
6/17/2016,1292.5,1300.099976,1280.300049,1280.300049,129
6/20/2016,1290,1291.199951,1280.300049,1288.900024,153
6/21/2016,1270.5,1293.900024,1266.300049,1293.900024,134
6/22/2016,1268,1269.199951,1264.900024,1267,53
6/23/2016,1261.199951,1270.5,1255.199951,1263.400024,218
6/24/2016,1320,1355.599976,1253.699951,1253.699951,694
6/27/2016,1322.5,1331.699951,1320,1330,92
6/28/2016,1315.300049,1315.599976,1314.099976,1314.800049,1072
6/29/2016,1323.900024,1327.400024,1311.599976,1311.599976,414
6/30/2016,1318.400024,1323.5,1314.5,1315.800049,560
7/1/2016,1336.699951,1344.199951,1321.900024,1324.5,137
7/5/2016,1356.400024,1356.800049,1339.699951,1342.199951,90
7/6/2016,1364.900024,1374.900024,1359,1359,130
7/7/2016,1360.099976,1368.599976,1350.5,1366.800049,207
7/8/2016,1356.599976,1365.800049,1335,1361.300049,249
7/11/2016,1355,1371.800049,1353,1371.699951,26
7/12/2016,1334.099976,1356,1330.300049,1353.599976,252
7/13/2016,1342.400024,1342.400024,1336.699951,1341.5,7
7/14/2016,1331.300049,1341.400024,1322.699951,1341.400024,20
7/15/2016,1326.5,1333.699951,1322.900024,1333.699951,52
7/18/2016,1328.400024,1335,1326.199951,1327.5,54
7/19/2016,1331.5,1333.199951,1326.400024,1328.5,322
7/20/2016,1318.800049,1337.5,1315.5,1331,751
7/21/2016,1330.5,1330.5,1312.800049,1312.800049,318
7/22/2016,1323.099976,1330.699951,1320.400024,1330.699951,55
7/25/2016,1319.300049,1319.300049,1313.800049,1315.699951,548
7/26/2016,1320.699951,1320.699951,1315.199951,1315.199951,63
7/27/2016,1326.599976,1326.599976,1326,1326,215388
7/28/2016,1332.300049,1344.300049,1330.099976,1339.5,56908
7/29/2016,1349,1353.300049,1325.800049,1333.199951,6076
8/1/2016,1351.400024,1353.5,1345.599976,1348.800049,1257
8/2/2016,1364.400024,1366,1346.599976,1352.099976,2941
8/3/2016,1356.099976,1364.699951,1353.300049,1362.400024,715
8/4/2016,1358.800049,1361.599976,1347,1354.400024,381
8/5/2016,1336.400024,1360.800049,1333.699951,1357.599976,1107
8/8/2016,1333.400024,1335.400024,1327.800049,1330,587
8/9/2016,1339,1339.400024,1328.5,1331.800049,620
8/10/2016,1344.300049,1354.199951,1344.300049,1344.800049,110
8/11/2016,1342.5,1350.400024,1334.800049,1341.599976,666
8/12/2016,1335.800049,1351.800049,1333.199951,1336.800049,113
8/15/2016,1340.300049,1340.599976,1333.599976,1336.5,62
8/16/2016,1350.5,1355,1341,1342.199951,338
8/17/2016,1342.699951,1347.300049,1338.599976,1345.5,135
8/18/2016,1351.199951,1354.400024,1348.199951,1351.300049,140
8/19/2016,1340.400024,1350.099976,1338.599976,1350.099976,197
8/22/2016,1337.699951,1337.699951,1333.300049,1334.400024,117
8/23/2016,1340.599976,1341.199951,1334.300049,1337,551
8/24/2016,1324.400024,1337.199951,1322.900024,1337.199951,262
8/25/2016,1320.099976,1324,1317,1321.400024,58
8/26/2016,1321.5,1340.5,1320.099976,1323.800049,141
8/29/2016,1322.900024,1323,1315,1315,437
8/30/2016,1311.699951,1322.099976,1308,1322,705
8/31/2016,1306.900024,1313.699951,1306.300049,1310.300049,214
9/1/2016,1312.199951,1313.099976,1301.5,1305.300049,225
9/2/2016,1322.099976,1326.699951,1309.199951,1309.599976,55
9/6/2016,1349.400024,1349.400024,1323.199951,1323.300049,46
9/7/2016,1344.300049,1350.5,1343.900024,1348.400024,14
9/8/2016,1336.800049,1345.400024,1335.699951,1344.800049,30
9/9/2016,1330.099976,1338.5,1328,1338.5,35
9/12/2016,1321,1329.300049,1319.900024,1327,177
9/13/2016,1319,1324.599976,1315,1324.599976,79
9/14/2016,1321.5,1322.300049,1319.199951,1319.199951,73
9/15/2016,1313.5,1320.699951,1310.800049,1320.699951,37
9/16/2016,1305.800049,1312.599976,1305.800049,1312.199951,4
9/19/2016,1313.5,1313.5,1313.5,1313.5,20
9/20/2016,1313.699951,1313.699951,1313.699951,1313.699951,97
9/21/2016,1326.900024,1326.900024,1324,1326.300049,76
9/22/2016,1340.400024,1340.400024,1338.199951,1338.599976,23
9/23/2016,1337.199951,1337.199951,1337.199951,1337.199951,40
9/26/2016,1339.699951,1341.800049,1335.199951,1335.199951,24
9/27/2016,1325.900024,1328.699951,1325.900024,1328,48
9/28/2016,1319.400024,1319.400024,1319.400024,1319.400024,10551
9/29/2016,1321.699951,1325,1314.699951,1321.199951,6108
9/30/2016,1313.300049,1327.699951,1312.900024,1320.599976,868
10/3/2016,1309,1316.800049,1308.199951,1313.5,299
10/4/2016,1266.300049,1310.199951,1266.300049,1307.599976,1893
10/5/2016,1265.199951,1274,1261.300049,1272.099976,246
10/6/2016,1249.800049,1265.300049,1249.800049,1265.300049,114
10/7/2016,1248.900024,1263.599976,1248.900024,1253.900024,169
10/11/2016,1253,1258.900024,1253,1258.900024,26
10/12/2016,1251.099976,1254,1251.099976,1251.699951,127
10/13/2016,1255,1259,1255,1258.699951,315
